TNC	Tnc
COPS6	Cops6
METTL13	Mettl13
SDS	Sds
MAP3K14	Map3k14
PCBD2	Pcbd2
SLC46A2	Slc46a2
TMPRSS15	Tmprss15
DPF3	Dpf3
CATSPERD	Catsperd
NIPSNAP1	Nipsnap1
MS4A12	Ms4a12
CD6	Cd6
SLC30A8	Slc30a8
SLC9A6	Slc9a6
SYK	Syk
CCDC54	Ccdc54
TLE3	Tle3
DMRT1	Dmrt1
HSH2D	Hsh2d
HTR4	Htr4
HIST1H3C	Hist2h3c1
DDX60	Ddx60
NFAT5	Nfat5
PRDM4	Prdm4
CYP51A1	Cyp51
SLC28A3	Slc28a3
YDJC	Ydjc
COL5A3	Col5a3
MFSD9	Mfsd9
DLK1	Dlk1
NOS2	Nos2
PIAS3	Pias3
ZNF502	Zfp72
UPF2	Upf2
KREMEN1	Kremen1
RHBDL3	Rhbdl3
NAA38	Naa38
ADRA1D	Adra1d
CNOT10	Cnot10
PTCH2	Ptch2
LCTL	Lctl
CBR1	Cbr1
SEPT6	Sept6
USP12	Usp12
RECK	Reck
PRUNE2	Prune2
DCTN4	Dctn4
MYOD1	Myod1
KLHL4	Klhl4
GLI3	Gli3
PDGFD	Pdgfd
MDK	Mdk
NCAPD2	Ncapd2
CDC42BPG	Cdc42bpg
DIXDC1	Dixdc1
PRRC2C	Prrc2c
DECR1	Decr1
TMEM246	Tmem246
KIAA1147	E330009J07Rik
OGDHL	Ogdhl
ATG2A	Atg2a
DCBLD1	Dcbld1
SNAI3	Snai3
RNF167	Rnf167
NUDT1	Nudt1
C12orf60	BC049715
ANKS1B	Anks1b
OR2F2	Olfr452
DISC1	Disc1
HTATIP2	Htatip2
TDRD6	Tdrd6
HNRNPK	Hnrnpk
RPL3L	Rpl3l
PLEKHG2	Plekhg2
NAA25	Naa25
PANK3	Pank3
IAH1	Iah1
PURB	Purb
CD82	Cd82
TSPAN4	Tspan4
ILK	Ilk
PHEX	Phex
C1orf159	9430015G10Rik
FANCA	Fanca
FBLN1	Fbln1
A1CF	A1cf
MYD88	Myd88
GCSH	Gcsh
ALG1	Alg1
FNDC9	Fndc9
AOC3	Aoc3
ACSL3	Acsl3
RWDD4	Rwdd4a
HABP4	Habp4
CEP120	Cep120
PIGN	Pign
ABCB10	Abcb10
OR6C3	Olfr803
TTC39C	Ttc39c
COPA	Copa
HIST1H3G	Hist2h3c2
PLP1	Plp1
CD177	Cd177
ASTL	Astl
CRCP	Crcp
OSTC	Ostc
OR10Z1	Olfr419
PCNA	Pcna
ABCC3	Abcc3
KCNIP2	Kcnip2
ARHGAP29	Arhgap29
KCNC4	Kcnc4
SEPT8	Sept8
OTC	Otc
TOP3B	Top3b
RINT1	Rint1
CACNA1H	Cacna1h
BIK	Bik
MPPED2	Mpped2
ARHGEF17	Arhgef17
TRPV3	Trpv3
UQCR10	Uqcr10
MRPL16	Mrpl16
PNRC1	Pnrc1
HTR5A	Htr5a
PHF12	Phf12
FGFBP3	Fgfbp3
L3MBTL2	L3mbtl2
GPR82	Gpr82
KITLG	Kitl
CCNK	Ccnk
COX4I2	Cox4i2
KRT14	Krt14
RTN4RL1	Rtn4rl1
SETDB1	Setdb1
CNRIP1	Cnrip1
AOX1	Aox1
DCAF5	Dcaf5
NANP	Nanp
ACAD8	Acad8
RNGTT	Rngtt
LHX1	Lhx1
TOPORS	Topors
SYTL5	Sytl5
ZRANB3	Zranb3
SENP5	Senp5
TUBD1	Tubd1
IRF2BP1	Irf2bp1
GLIS2	Glis2
HSP90B1	Hsp90b1
PTPRB	Ptprb
LCMT2	Lcmt2
BCAS1	Bcas1
RASGEF1B	Rasgef1b
LPIN2	Lpin2
CHRNA3	Chrna3
METTL21C	Mettl21c
GNG8	Gng8
RAD9A	Rad9a
RALBP1	Ralbp1
SNRNP40	Snrnp40
DNAJC13	Dnajc13
CCDC94	Ccdc94
GATA5	Gata5
KCTD8	Kctd8
UBL3	Ubl3
C16orf58	BC017158
C1orf94	CK137956
MBL2	Mbl2
RRP36	Rrp36
MTHFD1	Mthfd1
FCHSD1	Fchsd1
ZNF446	Zfp446
P2RY13	P2ry13
HGFAC	Hgfac
GEMIN4	Gemin4
WDR75	Wdr75
HYAL1	Hyal1
VSIG8	Vsig8
HCLS1	Hcls1
TXNL1	Txnl1
PANX2	Panx2
ETFDH	Etfdh
FAF1	Faf1
GIMAP7	Gimap7
INO80	Ino80
C1QTNF6	C1qtnf6
SOD3	Sod3
LDHAL6B	Ldhal6b
TGS1	Tgs1
C15orf48	AA467197
MAST4	Mast4
AKAP1	Akap1
UPF1	Upf1
SDK2	Sdk2
ENTPD2	Entpd2
SLC38A9	Slc38a9
MLH3	Mlh3
AGMO	Agmo
CTU1	Ctu1
AMTN	Amtn
CREB3L3	Creb3l3
ZNF664	Zfp664
NAV1	Nav1
PLCE1	Plce1
CCDC78	Ccdc78
UBC	Ubc
ARF1	Arf1
NAA11	Naa11
SYN1	Syn1
GMPR	Gmpr
AK5	Ak5
MATN3	Matn3
MDH1	Mdh1
TJP3	Tjp3
SEMA3C	Sema3c
CDKL4	Cdkl4
LCN12	Lcn12
CNKSR3	Cnksr3
SP8	Sp8
TNFRSF12A	Tnfrsf12a
SLC38A10	Slc38a10
SPRED1	Spred1
MAP2K7	Map2k7
SCNN1A	Scnn1a
OR1N1	Olfr351
PDAP1	Pdap1
ZNF324	Zfp324
UHRF2	Uhrf2
ENTPD3	Entpd3
BCL6	Bcl6
MED23	Med23
KIAA1143	1110059G10Rik
SORCS3	Sorcs3
CDK2	Cdk2
ALS2CL	Als2cl
DHX34	Dhx34
ZSCAN2	Zscan2
TBC1D10C	Tbc1d10c
CYP2B6	Cyp2b10
UBAC2	Ubac2
HSPBP1	Hspbp1
DACT3	Dact3
CHD1L	Chd1l
SNX11	Snx11
SMURF2	Smurf2
SAMD4A	Samd4
SLC26A8	Slc26a8
RBMXL2	Rbmxl2
TTC30A	Ttc30a1
TAS2R46	Tas2r120
BPIFA2	Bpifa2
ZNF239	Zfp239
ARPC5L	Arpc5l
KCTD17	Kctd17
MYO19	Myo19
PRSS21	Prss21
SPTBN4	Sptbn4
ALDH7A1	Aldh7a1
USP46	Usp46
OBP2B	Obp2a
MPV17L	Mpv17l
PTH	Pth
B3GNT2	B3gnt2
FMN1	Fmn1
SIRT1	Sirt1
TLCD2	Tlcd2
CYB5R1	Cyb5r1
ELOVL5	Elovl5
RBM4	Rbm4
SOX12	Sox12
PPARGC1B	Ppargc1b
P4HA1	P4ha1
CTDSP1	Ctdsp1
OR1B1	Olfr362
ADAM18	Adam18
PTPRN2	Ptprn2
SETD7	Setd7
WDPCP	Wdpcp
IGSF3	Igsf3
TACC3	Tacc3
ITPRIP	Itprip
DPF2	Dpf2
IGHMBP2	Ighmbp2
SLC26A2	Slc26a2
SLC39A10	Slc39a10
MSH3	Msh3
ST3GAL6	St3gal6
NTN5	Ntn5
ESRRB	Esrrb
EIF2AK4	Eif2ak4
TMEM207	Tmem207
LTA	Lta
PGM2L1	Pgm2l1
BTG1	Btg1
YARS	Yars
SNUPN	Snupn
NEXN	Nexn
TEX9	Tex9
B4GALT1	B4galt1
GCC1	Gcc1
OR7C2	Olfr1356
PRDM9	Prdm9
OR4D6	Olfr1428
WDR26	Wdr26
PPM1E	Ppm1e
SRC	Src
GAS2L2	Gas2l2
C20orf96	6820408C15Rik
RHBDL1	Rhbdl1
TMX3	Tmx3
FBXO39	Fbxo39
RAC3	Rac3
CSMD1	Csmd1
BHMT	Bhmt
C21orf91	D16Ertd472e
MMP15	Mmp15
CD2BP2	Cd2bp2
TXNDC15	Txndc15
LEMD2	Lemd2
PA2G4	Pa2g4
EGFL6	Egfl6
PTHLH	Pthlh
TEX11	Tex11
KRT16	Krt16
TUBA1C	Tuba1c
BMP10	Bmp10
IPO4	Ipo4
VGLL4	Vgll4
ZCCHC17	Zcchc17
RNASE1	Rnase1
CPED1	Cped1
TXNIP	Txnip
HES3	Hes3
MGAT2	Mgat2
UBE2E3	Ube2e3
PIM1	Pim1
ABCC8	Abcc8
TMEM229B	Tmem229b
NWD1	Nwd1
HIST1H4F	Hist1h4c
CAPN6	Capn6
RASSF10	Rassf10
DEDD2	Dedd2
OR8B4	Olfr878
ZNF770	Zfp770
SLC27A6	Slc27a6
RCN1	Rcn1
ADPGK	Adpgk
TULP2	Tulp2
ARMC4	Armc4
ATP2A3	Atp2a3
NMNAT2	Nmnat2
C5orf47	4930524B15Rik
RERE	Rere
CABP2	Cabp2
B3GALT4	B3galt4
C6orf15	2300002M23Rik
VPS8	Vps8
TMPRSS11E	Tmprss11e
SEMA6B	Sema6b
SEMA5B	Sema5b
MLH1	Mlh1
STX2	Stx2
GPR50	Gpr50
MAP3K11	Map3k11
SOX21	Sox21
OR5K3	Olfr195
NPBWR1	Npbwr1
PRPF3	Prpf3
IL12A	Il12a
ZNF473	Zfp473
RABGEF1	Rabgef1
TFE3	Tfe3
CCER1	Ccer1
C9orf72	3110043O21Rik
FAM114A1	Fam114a1
DPH5	Dph5
TMEM161A	Tmem161a
UBE2F	Ube2f
ARF5	Arf5
SLC45A3	Slc45a3
TMEM44	Tmem44
NSUN6	Nsun6
KLF2	Klf2
PRKCQ	Prkcq
STIL	Stil
DDX23	Ddx23
CD80	Cd80
LRIG3	Lrig3
TFF3	Tff3
PPP2R3C	Ppp2r3c
MARK4	Mark4
CLDN9	Cldn9
TUBGCP4	Tubgcp4
KLHDC7B	Klhdc7b
EMC6	Emc6
RET	Ret
DCDC2	Dcdc2a
SPEF2	Spef2
TCN2	Tcn2
PIK3R4	Pik3r4
LRRC24	Lrrc24
HSPH1	Hsph1
RMI1	Rmi1
RIMS1	Rims1
DEPDC7	Depdc7
TTLL8	Ttll8
OCIAD1	Ociad1
FAM181B	Fam181b
TCF24	Tcf24
TCERG1L	Tcerg1l
ZNF750	Zfp750
IRF2BPL	Irf2bpl
EVPL	Evpl
ZIK1	Zik1
YIPF2	Yipf2
CACHD1	Cachd1
DUSP22	Dusp22
CDK2AP2	Cdk2ap2
PDK4	Pdk4
DNTT	Dntt
NNMT	Nnmt
NKX2-2	Nkx2-2
COX6A2	Cox6a2
CNTN3	Cntn3
EDAR	Edar
MS4A15	Ms4a15
TRIM72	Trim72
CHAD	Chad
IMPG2	Impg2
LRR1	Lrr1
NGLY1	Ngly1
MARCH6	March6
NIT1	Nit1
CCNT2	Ccnt2
LSS	Lss
IRAK1	Irak1
CTNS	Ctns
CMA1	Cma1
KCTD10	Kctd10
PPIA	Ppia
FBXO5	Fbxo5
IFT81	Ift81
GOLGA7B	Golga7b
RAB11B	Rab11b
CACNA1G	Cacna1g
ERBB2	Erbb2
GJC2	Gjc2
JPH2	Jph2
ABCB4	Abcb4
BSCL2	Bscl2
RELA	Rela
OR51G2	Olfr577
NR1I3	Nr1i3
ZNF583	Zfp583
LAG3	Lag3
RPL27	Rpl27
RGS5	Rgs5
EPHB6	Ephb6
RBM47	Rbm47
CA1	Car1
PLCD4	Plcd4
RTP2	Rtp2
TRIM11	Trim11
FPR2	Fpr2
PRSS35	Prss35
IL36B	Il1f8
EVC2	Evc2
PHF20L1	Phf20l1
KLHDC8B	Klhdc8b
ZNF292	Zfp292
SAMD4B	Samd4b
ACTN2	Actn2
CAMSAP3	Camsap3
TIMM50	Timm50
XPO7	Xpo7
IVNS1ABP	Ivns1abp
ABCA2	Abca2
B3GNTL1	B3gntl1
TMEM209	Tmem209
MUC6	Muc6
PRSS23	Prss23
HK2	Hk2
ARHGAP12	Arhgap12
ZC3H12A	Zc3h12a
BAG6	Bag6
MBNL3	Mbnl3
PPP2R5A	Ppp2r5a
KBTBD13	Kbtbd13
LAD1	Lad1
CACNB1	Cacnb1
RSPO2	Rspo2
MCCC1	Mccc1
VMO1	Vmo1
MAP7D2	Map7d2
ZDHHC7	Zdhhc7
C2orf69	1700066M21Rik
FAM83D	Fam83d
F2RL3	F2rl3
MED24	Med24
ZNF688	Zfp688
RBP4	Rbp4
WIPF2	Wipf2
ZNF691	Zfp691
TMEM82	Tmem82
ZNF800	Zfp800
ERBB3	Erbb3
HAUS2	Haus2
ISYNA1	Isyna1
DNAJC6	Dnajc6
CEACAM20	Ceacam20
USP21	Usp21
HSPB1	Hspb1
FARP2	Farp2
SLC38A4	Slc38a4
NUDT22	Nudt22
C10orf82	1700019N19Rik
GPR161	Gpr161
OR6C74	Olfr821
F2RL2	F2rl2
LYN	Lyn
GHDC	Ghdc
CTTNBP2	Cttnbp2
KCNK12	Kcnk12
PFDN2	Pfdn2
CNN1	Cnn1
STOML3	Stoml3
HNRNPA2B1	Hnrnpa2b1
RPRML	Rprml
BLOC1S3	Bloc1s3
C1orf115	C130074G19Rik
HSPD1	Hspd1
BIRC6	Birc6
ALX1	Alx1
ASIC1	Asic1
ARHGEF33	Arhgef33
ENC1	Enc1
MMS19	Mms19
ACADVL	Acadvl
ANPEP	Anpep
OR52A5	Olfr69
CYB5D1	Cyb5d1
ACTR10	Actr10
SMG5	Smg5
PEX3	Pex3
VARS2	Vars2
ZNF2	Zfp661
LRRC2	Lrrc2
UBXN2B	Ubxn2b
ARMCX4	Armcx4
RAD50	Rad50
BMPER	Bmper
EXOSC8	Exosc8
MUC5B	Muc5b
OR56B4	Olfr663
BTN2A2	Btn2a2
CERCAM	Cercam
LPIN1	Lpin1
DPP3	Dpp3
TBL1X	Tbl1x
CHM	Chm
THUMPD1	Thumpd1
IRF2	Irf2
SNAPC3	Snapc3
MAPK8	Mapk8
PABPC4	Pabpc4
POLR3F	Polr3f
TRIM26	Trim26
ARRDC1	Arrdc1
KIF9	Kif9
TRPT1	Trpt1
ANKRD61	Ankrd61
MKRN3	Mkrn3
FBXL14	Fbxl14
BET1	Bet1
VASH2	Vash2
SSX2IP	Ssx2ip
CDNF	Cdnf
TRIP6	Trip6
SEMA4F	Sema4f
TRIM60	Trim60
HDAC3	Hdac3
GPR150	Gpr150
NDUFA9	Ndufa9
TDRD5	Tdrd5
CHMP4C	Chmp4c
P4HB	P4hb
EXOSC6	Exosc6
SCN4B	Scn4b
SLC25A21	Slc25a21
EPAS1	Epas1
WSCD1	Wscd1
ATG14	Atg14
PAFAH2	Pafah2
GDF11	Gdf11
PTPRN	Ptprn
CXCL6	Cxcl5
CYB561D1	Cyb561d1
TMEM208	Tmem208
NELL1	Nell1
CLTB	Cltb
ACOT12	Acot12
TAF2	Taf2
SRP68	Srp68
BAIAP2L1	Baiap2l1
B3GNT7	B3gnt7
ZYX	Zyx
ATG4C	Atg4c
POLR3E	Polr3e
TTC7B	Ttc7b
SYCN	Sycn
FOXL1	Foxl1
PTPRF	Ptprf
ZNF426	Zfp426
NINJ1	Ninj1
OPN1SW	Opn1sw
TRPC7	Trpc7
EIF3E	Eif3e
ME3	Me3
DENND2D	Dennd2d
ZFHX4	Zfhx4
TBC1D8B	Tbc1d8b
ANXA10	Anxa10
CKAP2	Ckap2
TRPV2	Trpv2
CAMK2A	Camk2a
KIF21A	Kif21a
SEC31B	Sec31b
HTR2A	Htr2a
RHOU	Rhou
CLEC2L	Clec2l
NPDC1	Npdc1
CDKAL1	Cdkal1
IL5	Il5
ENPEP	Enpep
FAM13C	Fam13c
SNCAIP	Sncaip
PAPPA	Pappa
PRPF18	Prpf18
CTSZ	Ctsz
TMEM79	Tmem79
RNF122	Rnf122
MAN2A1	Man2a1
DOK2	Dok2
CLN6	Cln6
SYT17	Syt17
STMN3	Stmn3
THEM6	Them6
TIMP3	Timp3
TBC1D17	Tbc1d17
PLD5	Pld5
LYPD4	Lypd4
WSB2	Wsb2
FAM124B	Fam124b
NOXRED1	Noxred1
GPBAR1	Gpbar1
FAM71F2	Fam71f2
PRKACA	Prkaca
SCAF8	Scaf8
GRHL3	Grhl3
ADAD2	Adad2
MTO1	Mto1
GREB1	Greb1
TGM6	Tgm6
ZNF773	Zfp772
KIAA0895	9530077C05Rik
SWT1	Swt1
PAQR4	Paqr4
MXD1	Mxd1
HABP2	Habp2
ARNT	Arnt
RRP7A	Rrp7a
IFT52	Ift52
SEMA4C	Sema4c
TEAD1	Tead1
PLD2	Pld2
ZBTB22	Zbtb22
CDH22	Cdh22
CAGE1	Cage1
C11orf24	1810055G02Rik
CCDC114	Ccdc114
MPDU1	Mpdu1
TMEM145	Tmem145
HEXA	Hexa
DPAGT1	Dpagt1
MPP1	Mpp1
ODF2L	Odf2l
MYLIP	Mylip
HEXB	Hexb
RNF113A	Rnf113a2
ASF1B	Asf1b
SLC5A12	Slc5a12
MYO1F	Myo1f
GIGYF2	Gigyf2
CLCN7	Clcn7
BRWD1	Brwd1
TSGA10IP	Tsga10ip
ARMC10	Armc10
ACR	Acr
RD3L	Rd3l
CXCL2	Cxcl1
CPLX1	Cplx1
LYPLA1	Lypla1
CENPA	Cenpa
AZGP1	Azgp1
CCDC150	Ccdc150
KCNK3	Kcnk3
SUSD4	Susd4
SFXN5	Sfxn5
UBTD1	Ubtd1
GPRC5D	Gprc5d
RABIF	Rabif
ABCC6	Abcc6
IQCH	Iqch
BOC	Boc
NPY	Npy
TRRAP	Trrap
MLX	Mlx
PAPSS1	Papss1
PBX2	Pbx2
DCAF10	Dcaf10
APOBEC3B	Apobec3
MAGED2	Maged2
F13B	F13b
HEATR3	Heatr3
CCL22	Ccl22
VSX2	Vsx2
AK3	Ak3
FAM149A	Fam149a
KRT15	Krt15
ZNF280B	Zfp280b
ADAMTS5	Adamts5
VPS13B	Vps13b
MUL1	Mul1
LDB1	Ldb1
FAM184A	Fam184a
FKBP9	Fkbp9
KCNJ1	Kcnj1
OR10G7	Olfr978
CLP1	Clp1
HSP90AA1	Hsp90aa1
KDM6B	Kdm6b
SPSB4	Spsb4
C9orf24	1110017D15Rik
MAB21L2	Mab21l2
CD79A	Cd79a
PINK1	Pink1
SDHAF1	Sdhaf1
PVRIG	Pvrig
E2F3	E2f3
TSPAN32	Tspan32
SLC27A1	Slc27a1
FOXA1	Foxa1
SLC4A1AP	Slc4a1ap
CIITA	Ciita
MRC2	Mrc2
PTGIR	Ptgir
CNOT8	Cnot8
EMB	Emb
SLC27A5	Slc27a5
CLYBL	Clybl
FAM168B	Fam168b
PCYOX1L	Pcyox1l
LRRC4	Lrrc4
SLC9B1	Slc9b1
PARS2	Pars2
MAN1A2	Man1a2
DCHS1	Dchs1
ANKRD34C	Ankrd34c
OR5B17	Olfr1467
ACIN1	Acin1
GAPDHS	Gapdhs
JMJD8	Jmjd8
TTC30B	Ttc30b
KLHL35	Klhl35
MYBBP1A	Mybbp1a
SFTPC	Sftpc
SLC30A2	Slc30a2
COG2	Cog2
PI15	Pi15
TRIM47	Trim47
SLC12A3	Slc12a3
SLC26A3	Slc26a3
C9orf135	1700028P14Rik
CUL1	Cul1
ARID1A	Arid1a
SEC13	Sec13
APBA3	Apba3
TCF15	Tcf15
UFSP2	Ufsp2
ADAM8	Adam8
SOX13	Sox13
SLC4A8	Slc4a8
CARD14	Card14
CSTF2T	Cstf2t
HEPHL1	Hephl1
ANK1	Ank1
BCL2	Bcl2
ERRFI1	Errfi1
PRR5	Prr5
SLC20A1	Slc20a1
RMND1	Rmnd1
MICAL3	Mical3
ST6GALNAC2	St6galnac2
PPP1R14A	Ppp1r14a
BHLHA15	Bhlha15
SEMA4D	Sema4d
GSK3A	Gsk3a
PATE1	Pate1
DNAJA4	Dnaja4
CUL4A	Cul4a
CRYBB2	Crybb2
FGFR1	Fgfr1
SLC25A16	Slc25a16
CXCL10	Cxcl10
PLOD1	Plod1
PARP1	Parp1
MRPL11	Mrpl11
UPRT	Uprt
TAS2R41	Tas2r126
GARNL3	Garnl3
SPECC1L	Specc1l
ARHGAP27	Arhgap27
SPPL2A	Sppl2a
KIF13B	Kif13b
LGALS4	Lgals4
SRSF1	Srsf1
DCBLD2	Dcbld2
CAPZA2	Capza2
PCDHB5	Pcdhb10
NXPH3	Nxph3
PLEKHB1	Plekhb1
DLEU7	Dleu7
CCHCR1	Cchcr1
CMIP	Cmip
LMTK3	Lmtk3
MANSC1	Mansc1
C1orf228	Gm1661
CASKIN2	Caskin2
THEMIS	Themis
ADAM11	Adam11
PLEKHG6	Plekhg6
PDS5A	Pds5a
YOD1	Yod1
ZCCHC7	Zcchc7
OR5A1	Olfr76
NR2F1	Nr2f1
USP49	Usp49
PTPRU	Ptpru
TECTA	Tecta
BAG3	Bag3
HILPDA	Hilpda
HSPB3	Hspb3
C16orf91	BC003965
PID1	Pid1
M6PR	M6pr
TRIM46	Trim46
PKD2	Pkd2
NDUFB2	Ndufb2
ZSCAN22	Zscan22
FOXD3	Foxd3
TLCD1	Tlcd1
LRP2	Lrp2
LAMB1	Lamb1
R3HDM1	R3hdm1
SUPV3L1	Supv3l1
FPGS	Fpgs
C17orf50	1700020L24Rik
FOSL1	Fosl1
TRHDE	Trhde
RNF208	Rnf208
TRMT12	Trmt12
C10orf105	Gm17455
C20orf27	1700037H04Rik
CXCL17	Cxcl17
LGSN	Lgsn
STXBP2	Stxbp2
BCAT2	Bcat2
PRKAB1	Prkab1
PRSS42	Prss42
ZFHX3	Zfhx3
RIC3	Ric3
RDH11	Rdh11
DNAJC28	Dnajc28
SIX6	Six6
MRPS33	Mrps33
ANKRD46	Ankrd46
FAM193A	Fam193a
MIF	Mif
BHLHB9	Bhlhb9
TCL1A	Tcl1
CCR4	Ccr4
KLB	Klb
SIK2	Sik2
PRICKLE3	Prickle3
GCNT3	Gcnt3
VPS54	Vps54
DMRTB1	Dmrtb1
MLST8	Mlst8
S100A3	S100a3
PCDHB6	Pcdhb13
SCRT2	Scrt2
CHGB	Chgb
PLK4	Plk4
COQ10A	Coq10a
TRAF3IP2	Traf3ip2
WDR20	Wdr20
RGS6	Rgs6
ZNF354B	Zfp354b
CORO6	Coro6
COX15	Cox15
B3GALNT1	B3galnt1
KCNIP3	Kcnip3
GNL1	Gnl1
SRPK3	Srpk3
CUTA	Cuta
C6orf106	D17Wsu92e
HOXA2	Hoxa2
DNAH12	Dnah12
FASLG	Fasl
KRTAP12-1	Gm29802
TAMM41	Tamm41
VPS28	Vps28
RBM38	Rbm38
PCGF6	Pcgf6
GCAT	Gcat
CPA1	Cpa1
WDR31	Wdr31
STIP1	Stip1
SP4	Sp4
KRT86	Krt86
ASL	Asl
TPP2	Tpp2
SLC35B1	Slc35b1
CHTF18	Chtf18
BCCIP	Bccip
TMEM139	Tmem139
MIER2	Mier2
IRF9	Irf9
CNTN4	Cntn4
AKAP8L	Akap8l
OR8G5	Olfr935
CD47	Cd47
CHRM1	Chrm1
TCOF1	Tcof1
COL15A1	Col15a1
TCTEX1D1	Tctex1d1
PTPRM	Ptprm
OR6S1	Olfr750
ATP6V1G3	Atp6v1g3
RPS28	Rps28
PTPN2	Ptpn2
SNAI1	Snai1
FAM171A1	Fam171a1
FOXC1	Foxc1
PNPLA5	Pnpla5
LEAP2	Leap2
SOX7	Sox7
FANCC	Fancc
RWDD2B	Rwdd2b
CYP2S1	Cyp2s1
HOXB1	Hoxb1
CXCR5	Cxcr5
SLC22A13	Slc22a13
TEP1	Tep1
UNC13D	Unc13d
CHERP	Cherp
SLC7A13	Slc7a13
SNPH	Snph
ASXL3	Asxl3
AMIGO2	Amigo2
DRG2	Drg2
PPM1F	Ppm1f
SFPQ	Sfpq
CYP46A1	Cyp46a1
FAM120A	Fam120a
IQCG	Iqcg
EFHD2	Efhd2
LRRC39	Lrrc39
LIN28B	Lin28b
UCP3	Ucp3
OTUD4	Otud4
CSF1R	Csf1r
SNX25	Snx25
ARL3	Arl3
C2orf80	D630023F18Rik
ASB4	Asb4
OR2AG1	Olfr705
SET	Set
AKAP7	Akap7
C11orf86	2010003K11Rik
FAXC	Faxc
TMEM186	Tmem186
UNC13C	Unc13c
CTBS	Ctbs
SMARCD1	Smarcd1
OR1M1	Olfr24
BSX	Bsx
LRRC36	Lrrc36
ARL4C	Arl4c
RFXAP	Rfxap
AADAC	Aadac
TNS1	Tns1
OR6C75	Olfr790
WDR43	Wdr43
EPO	Epo
ABCB7	Abcb7
RCOR2	Rcor2
TYK2	Tyk2
KRT18	Krt18
FYCO1	Fyco1
PPP2R1B	Ppp2r1b
MSTN	Mstn
SCN11A	Scn11a
TMEM159	Tmem159
OCRL	Ocrl
POLR2A	Polr2a
ELAVL1	Elavl1
HPDL	Hpdl
KCNJ2	Kcnj2
DBNDD1	Dbndd1
PRKCB	Prkcb
FAM96A	Fam96a
FRMPD1	Frmpd1
MPP4	Mpp4
KIF18B	Kif18b
ST14	St14
BCKDK	Bckdk
ARHGEF10	Arhgef10
PPP1R3E	Ppp1r3e
CACTIN	Cactin
EPB41	Epb41
DAPK2	Dapk2
DYNLRB1	Dynlrb1
RBBP4	Rbbp4
NAA60	Naa60
COG3	Cog3
AKAP10	Akap10
WDYHV1	Wdyhv1
ESM1	Esm1
EBF1	Ebf1
WDR24	Wdr24
RIT2	Rit2
C1orf21	1700025G04Rik
LRRC23	Lrrc23
ELOVL2	Elovl2
NSMAF	Nsmaf
REEP5	Reep5
MTUS1	Mtus1
DISP1	Disp1
DCDC5	Dcdc5
NT5DC1	Nt5dc1
GDF1	Gdf1
TFCP2L1	Tfcp2l1
DDX27	Ddx27
CDK6	Cdk6
CCNI	Ccni
UHRF1BP1	Uhrf1bp1
OSBPL7	Osbpl7
HLA-DOB	H2-Ob
ARAP3	Arap3
BEND3	Bend3
ELMO1	Elmo1
ETNK2	Etnk2
DDI1	Ddi1
TRPM1	Trpm1
HLF	Hlf
IL23A	Il23a
TMEM198	Tmem198
NPM2	Npm2
NXPH4	Nxph4
GPR45	Gpr45
GTF2E2	Gtf2e2
PIF1	Pif1
OR9A2	Olfr459
STK38	Stk38
TCTN2	Tctn2
ZNF354A	Zfp354a
HIST1H4L	Hist1h4n
TRMT13	Trmt13
MRPS24	Mrps24
SYNGAP1	Syngap1
FAP	Fap
RPE	Rpe
ZNF175	Zfp715
PXK	Pxk
CAPN1	Capn1
HINT3	Hint3
ISCA2	Isca2
SNED1	Sned1
TUBA4A	Tuba4a
FAM3D	Oit1
USP40	Usp40
ZBTB12	Zbtb12
ATL1	Atl1
CRYBG3	Crybg3
PDLIM2	Pdlim2
TBX3	Tbx3
STRADA	Strada
SLC38A5	Slc38a5
FAM219B	Fam219b
SREK1	Srek1
SOCS5	Socs5
OSM	Osm
SNAP91	Snap91
ATG10	Atg10
IGSF11	Igsf11
GRIA1	Gria1
MBD4	Mbd4
RASSF4	Rassf4
USH1C	Ush1c
ERP27	Erp27
CDC14A	Cdc14a
OMD	Omd
N4BP2L2	N4bp2l2
ZNF778	Zfp26
VN1R2	Vmn1r224
GLE1	Gle1
COX14	Cox14
KIAA1614	BC034090
DLX5	Dlx5
ANKDD1A	Ankdd1a
PPP1R1B	Ppp1r1b
C12orf45	D10Wsu102e
AFAP1L2	Afap1l2
CCR7	Ccr7
SSPN	Sspn
ANKS3	Anks3
DPP4	Dpp4
ADAM29	Adam29
ADCYAP1R1	Adcyap1r1
GLT6D1	Glt6d1
KCNJ9	Kcnj9
C16orf45	2900011O08Rik
BABAM1	Babam1
CLK1	Clk1
PRKD2	Prkd2
OR2K2	Olfr267
TMTC2	Tmtc2
IL12B	Il12b
GZF1	Gzf1
OIP5	Oip5
LHFPL4	Lhfpl4
RNF31	Rnf31
NACC1	Nacc1
FREM1	Frem1
SORCS2	Sorcs2
EPHB2	Ephb2
SLC36A1	Slc36a1
ANKRD40	Ankrd40
TGFA	Tgfa
TBRG4	Tbrg4
GPD2	Gpd2
PLEKHA4	Plekha4
NAT8	Nat8
FBN1	Fbn1
SLC25A40	Slc25a40
SUSD5	Susd5
INTS5	Ints5
RASGEF1A	Rasgef1a
MFSD6	Mfsd6
E4F1	E4f1
ABCG4	Abcg4
UVSSA	Uvssa
SLC30A6	Slc30a6
